client_id,0
cx31909,False
cx02744,False
cx16751,False
cx10677,False
cx24212,False
cx00084,False
cx00980,False
cx21322,False
cx33393,False
cx10595,False
cx23830,False
cx08649,True
cx22609,False
cx35833,False
cx03939,False
cx07021,False
cx22917,True
cx31634,False
cx17966,False
cx04446,True
cx24881,False
cx28086,False
cx11196,True
cx22343,True
cx34610,False
cx00610,False
cx16142,True
cx33229,False
cx05343,True
cx32847,False
cx10839,False
cx03220,False
cx05289,True
cx35044,False
cx26229,True
cx29853,True
cx18268,False
cx05887,False
cx24296,False
cx32226,False
cx15208,False
cx33134,False
cx01079,False
cx09634,False
cx20796,True
cx09563,False
cx25862,True
cx13595,False
cx08481,False
cx37097,True
cx37354,False
cx02465,False
cx26816,False
cx30695,False
cx09569,False
cx17260,True
cx06347,True
cx08724,False
cx05755,False
cx22368,False
cx11230,True
cx16177,False
cx36591,False
cx31390,False
cx07564,False
cx14795,True
cx36500,False
cx18650,False
cx03777,True
cx30122,True
cx20287,False
cx20753,True
cx30379,True
cx11213,False
cx14703,True
cx27219,True
cx07871,False
cx06736,False
cx12102,False
cx02533,False
cx11406,False
cx36285,False
cx10657,False
cx05596,True
cx24627,False
cx06900,False
cx02044,False
cx12080,False
cx03246,False
cx14315,True
cx14814,False
cx13658,False
cx26829,False
cx36047,True
cx28825,False
cx32758,True
cx31647,True
cx15855,False
cx23390,True
cx14152,True
cx32434,True
cx03064,False
cx25400,False
cx13054,True
cx28673,True
cx20611,False
cx35139,False
cx08611,False
cx19432,False
cx04218,False
cx37595,True
cx04057,False
cx05611,False
cx14645,False
cx21661,False
cx30999,True
cx35861,False
cx13406,False
cx30763,True
cx01890,False
cx25008,True
cx37897,False
cx18079,False
cx31614,True
cx37697,False
cx02443,False
cx08900,False
cx14417,True
cx01398,True
cx28872,True
cx21569,False
cx15017,True
cx31036,True
cx36711,True
cx20352,False
cx26160,False
cx05353,False
cx09734,False
cx05187,True
cx10690,False
cx15419,False
cx20367,False
cx26546,False
cx06552,False
cx09585,False
cx36305,False
cx23517,False
cx19439,False
cx04030,True
cx20402,False
cx08822,False
cx03289,False
cx29375,False
cx20278,True
cx31643,False
cx37067,True
cx34830,False
cx35795,False
cx21024,False
cx05387,False
cx18114,False
cx32137,False
cx14217,False
cx14301,False
cx10728,False
cx14914,True
cx14076,True
cx04811,True
cx21350,False
cx24380,False
cx30325,False
cx22307,False
cx01697,False
cx13788,True
cx37667,False
cx03420,True
cx23429,True
cx21633,False
cx10578,False
cx04776,True
cx18584,False
cx38269,False
cx01662,False
cx05955,True
cx02277,False
cx31700,False
cx08921,False
cx19046,True
cx35326,False
cx32337,False
cx34380,False
cx12682,False
cx04507,False
cx35404,True
cx08238,False
cx30146,False
cx09725,False
cx35902,False
cx37350,False
cx03338,False
cx20994,False
cx25300,True
cx09713,False
cx09779,False
cx02646,False
cx24303,False
cx16272,False
cx24366,False
cx01001,False
cx36505,False
cx33048,True
cx22407,False
cx10300,False
cx27184,False
cx27180,False
cx27120,True
cx28185,False
cx02449,True
cx24151,False
cx34891,False
cx16546,False
cx36718,False
cx00097,False
cx25312,False
cx18781,False
cx37455,False
cx14428,False
cx25737,True
cx07469,False
cx37958,False
cx28015,False
cx28863,False
cx14804,True
cx14742,True
cx20574,False
cx13660,False
cx14423,False
cx30782,False
cx31644,False
cx11934,False
cx11374,False
cx21646,False
cx28551,False
cx19832,False
cx31809,True
cx16307,False
cx06809,False
cx08858,False
cx12893,False
cx09737,False
cx19037,True
cx22155,False
cx29323,True
cx16672,False
cx01403,False
cx06979,False
cx00899,False
cx38545,False
cx38248,False
cx31212,False
cx27722,False
cx21586,False
cx16326,False
cx14471,False
cx33274,False
cx33232,False
cx20485,False
cx34431,True
cx19673,True
cx13506,True
cx19273,True
cx18010,True
cx37555,True
cx24968,True
cx15149,False
cx11322,True
cx04868,False
cx21742,True
cx13890,False
cx34991,False
cx17152,False
cx35782,False
cx23951,False
cx12951,True
cx38594,False
cx28481,False
cx32169,False
cx12706,False
cx29909,False
cx38175,True
cx33504,False
cx15098,False
cx09150,False
cx15823,False
cx37543,False
cx14502,False
cx29179,True
cx14004,False
cx25114,False
cx37724,True
cx33924,False
cx13642,False
cx12452,False
cx15615,True
cx15677,False
cx11101,False
cx18452,False
cx00710,False
cx27988,False
cx08769,False
cx00650,True
cx32538,False
cx03103,False
cx29732,False
cx32034,False
cx22995,False
cx12354,False
cx00648,False
cx01271,False
cx00734,True
cx33009,False
cx26674,True
cx13096,False
cx25350,False
cx20526,True
cx27456,False
cx27331,False
cx06825,False
cx28569,False
cx21698,False
cx27848,False
cx23512,False
cx34409,True
cx13767,False
cx32289,False
cx02300,False
cx21461,False
cx15875,False
cx11205,True
cx10018,True
cx11734,False
cx11475,True
cx02446,False
cx03733,False
cx10455,True
cx08358,False
cx27014,False
cx19041,False
cx22975,False
cx20234,False
cx12297,False
cx34099,False
cx19790,False
cx14743,False
cx20957,False
cx15436,True
cx07725,False
cx10850,True
cx06649,False
cx26511,False
cx14977,False
cx06848,False
cx33620,False
cx36402,True
cx31965,True
cx17798,True
cx31768,True
cx02519,False
cx32604,False
cx19153,True
cx12614,False
cx18495,True
cx18930,False
cx09037,True
cx00943,False
cx02214,False
cx24644,False
cx08688,True
cx15253,False
cx03980,False
cx35769,False
cx27310,False
cx33806,True
cx05687,False
cx14487,True
cx03101,False
cx04891,False
cx20341,True
cx16923,False
cx32224,False
cx11598,False
cx13023,True
cx00035,True
cx04560,False
cx02593,True
cx03834,True
cx31848,False
cx31811,False
cx12741,False
cx13397,False
cx29575,True
cx35007,False
cx34958,False
cx20637,True
cx20365,True
cx00201,False
cx22572,False
cx09537,True
cx01857,False
cx02589,False
cx25328,False
cx25515,False
cx38597,True
cx32721,True
cx06748,True
cx14943,False
cx19308,False
cx30189,True
cx04801,True
cx38309,False
cx00518,False
cx31293,False
cx18874,True
cx21884,True
cx21966,True
cx03917,False
cx29804,False
cx17251,False
cx32520,True
cx27806,False
cx11900,False
cx26824,False
cx06482,False
cx18561,True
cx14870,False
cx18343,False
cx16636,False
cx14146,False
cx08257,False
cx11817,False
cx30390,False
cx37586,False
cx00280,False
cx24065,False
cx22882,False
cx14559,False
cx05706,False
cx25981,False
cx19700,False
cx26538,False
cx01576,False
cx21375,False
cx27696,True
cx05036,True
cx29272,False
cx36921,False
cx08478,False
cx17490,False
cx03915,True
cx16234,False
cx01434,True
cx35457,True
cx08369,True
cx22976,False
cx25439,True
cx36171,False
cx26563,True
cx36078,True
cx16730,False
cx14769,False
cx37247,False
cx34377,False
cx02855,False
cx13372,False
cx13215,False
cx17012,True
cx03452,True
cx31194,False
cx35094,True
cx07801,True
cx16948,False
cx25251,False
cx18329,False
cx34929,True
cx12833,True
cx03297,True
cx12832,True
cx04885,False
cx35639,False
cx21429,False
cx33741,True
cx01720,False
cx36563,True
cx03054,True
cx36727,False
cx33982,False
cx20231,True
cx17680,False
cx29805,False
cx06327,False
cx22594,False
cx18204,False
cx25413,False
cx33465,True
cx34260,False
cx37647,False
cx35147,False
cx16107,True
cx19245,False
cx38658,False
cx26492,False
cx23440,False
cx16712,False
cx32066,True
cx29568,False
cx13159,True
cx35095,False
cx09787,False
cx25296,False
cx19890,True
cx38577,True
cx03166,False
cx27764,False
cx23372,False
cx09399,False
cx32622,True
cx03906,False
cx20936,False
cx30939,False
cx15401,False
cx02849,False
cx01391,False
cx09739,False
cx15700,False
cx13813,False
cx02677,False
cx32672,False
cx04470,False
cx05115,True
cx26569,False
cx03674,True
cx26722,False
cx33801,False
cx30119,False
cx15290,False
cx36542,False
cx01297,False
cx00587,False
cx08691,False
cx19928,False
cx10624,False
cx05781,False
cx27024,True
cx28588,False
cx11235,True
cx36801,False
cx18720,False
cx05385,False
cx33395,False
cx32942,False
cx23862,False
cx02002,False
cx02901,False
cx34346,False
cx16888,False
cx33374,False
cx16214,False
cx21912,False
cx23210,True
cx30592,False
cx10437,False
cx16271,False
cx23820,True
cx24116,False
cx20199,False
cx35538,False
cx20025,False
cx18501,False
cx35046,False
cx12995,False
cx35896,False
cx17937,False
cx35622,False
cx29364,False
cx06401,True
cx27176,False
cx09852,False
cx13365,True
cx06188,True
cx25509,False
cx31096,False
cx17366,False
cx32572,False
cx24532,False
cx12504,False
cx21498,False
cx36578,False
cx14852,False
cx08762,False
cx30041,False
cx28675,False
cx18904,False
cx25119,False
cx29400,False
cx22318,False
cx34207,True
cx28112,True
cx34293,False
cx28359,False
cx18342,True
cx02305,True
cx02500,True
cx34094,False
cx29858,False
cx17913,False
cx13884,True
cx17516,False
cx01995,False
cx29388,True
cx28211,False
cx03602,False
cx38384,True
cx06427,False
cx05695,False
cx24897,False
cx34824,False
cx19743,False
cx01521,False
cx19514,True
cx20878,False
cx34964,False
cx36929,False
cx16857,False
cx06225,True
cx34878,False
cx05153,False
cx07475,False
cx35789,False
cx33697,False
cx30179,True
cx24191,False
cx35735,False
cx08669,False
cx07450,True
cx25168,True
cx02076,False
cx05568,False
cx19787,False
cx34549,False
cx30483,False
cx01030,True
cx07340,False
cx28846,False
cx18460,True
cx35227,False
cx26843,False
cx07680,False
cx03556,False
cx34696,True
cx10882,False
cx30272,False
cx19346,False
cx05175,False
cx19842,False
cx18844,False
cx35958,False
cx02120,True
cx34329,False
cx15806,False
cx34245,False
cx20204,True
cx10091,True
cx30217,False
cx03350,False
cx03251,False
cx27007,False
cx28223,False
cx25017,True
cx18443,False
cx35333,False
cx29485,False
cx26456,False
cx34628,True
cx01514,False
cx17218,False
cx00362,False
cx19059,False
cx02634,False
cx23145,False
cx28525,False
cx35563,True
cx19243,False
cx04637,False
cx15467,False
cx05158,False
cx11239,True
cx05571,True
cx21187,True
cx34047,False
cx33762,False
cx12894,False
cx13309,False
cx01906,False
cx29718,False
cx14050,False
cx17562,False
cx23723,True
cx16085,False
cx37402,False
cx10485,False
cx33682,False
cx37114,False
cx35442,False
cx29419,False
cx16504,False
cx26697,False
cx20967,False
cx20858,True
cx14807,True
cx03036,False
cx10066,False
cx33501,False
cx02005,False
cx30684,False
cx14676,False
cx22591,False
cx04590,False
cx35780,True
cx04284,False
cx02732,False
cx29156,False
cx17540,False
cx25585,False
cx26630,False
cx19846,False
cx11844,False
cx33569,False
cx36885,False
cx12475,True
cx26874,False
cx23943,False
cx33715,False
cx08395,False
cx32179,False
cx24042,False
cx02237,False
cx06112,False
cx30648,False
cx24671,False
cx21617,True
cx27657,False
cx36621,False
cx34005,False
cx27292,False
cx36306,True
cx07723,False
cx30824,False
cx37159,False
cx17221,False
cx30457,False
cx11592,False
cx02835,False
cx27615,False
cx29465,False
cx33840,False
cx20762,False
cx13399,False
cx20092,True
cx02932,False
cx07213,False
cx22143,False
cx14481,True
cx32359,False
cx32954,False
cx30746,False
cx31370,False
cx38681,True
cx17809,False
cx07593,False
cx11913,False
cx27651,False
cx23108,False
cx25385,False
cx18350,False
cx28839,False
cx26741,False
cx05514,True
cx24948,False
cx00867,False
cx13095,False
cx29279,False
cx24178,False
cx05865,False
cx24094,False
cx00499,False
cx09404,True
cx33529,False
cx18049,True
cx28548,True
cx28696,False
cx21251,False
cx03014,False
cx12734,False
cx28751,False
cx33565,False
cx29297,False
cx26210,False
cx26299,True
cx37024,False
cx24616,False
cx29937,False
cx10088,False
cx24199,False
cx10647,False
cx01167,False
cx22090,False
cx30068,False
cx07328,False
cx03249,False
cx19133,True
cx04129,True
cx06528,False
cx23722,True
cx32887,False
cx33870,True
cx23521,False
cx26777,True
cx38782,False
cx06367,False
cx24778,False
cx11340,False
cx01443,True
cx03508,False
cx15957,False
cx12051,False
cx36848,False
cx24104,False
cx11083,False
cx05981,False
cx23590,True
cx19487,False
cx30275,False
cx23703,False
cx19999,True
cx03663,False
cx28988,True
cx04108,False
cx03704,True
cx27852,False
cx30437,False
cx10649,False
cx16781,False
cx05987,False
cx24559,True
cx23928,False
cx23241,False
cx18421,True
cx17024,False
cx21736,False
cx25158,True
cx20771,True
cx10870,False
cx10174,False
cx31535,False
cx03494,False
cx17292,False
cx00776,True
cx09151,False
cx26946,False
cx14325,True
cx03178,False
cx10594,False
cx01932,False
cx22769,False
cx21466,False
cx18928,False
cx24518,False
cx19490,False
cx12654,True
cx14407,True
cx14069,True
cx23057,False
cx17434,False
cx37518,False
cx23498,False
cx18440,True
cx31395,False
cx07278,False
cx27472,False
cx02930,True
cx09367,False
cx04739,True
cx24647,False
cx22809,True
cx27909,False
cx31683,False
cx21772,True
cx31206,False
cx00299,True
cx06282,False
cx09607,True
cx15653,True
cx32105,False
cx14935,False
cx09481,False
cx07686,False
cx03376,False
cx35422,True
cx01147,True
cx06096,False
cx35262,False
cx22349,False
cx37125,False
cx27629,True
cx30942,False
cx26976,True
cx13245,False
cx32753,False
cx07626,False
cx22696,False
cx14738,False
cx18335,True
cx14463,False
cx27496,False
cx19823,True
cx31726,False
cx16069,False
cx14274,False
cx08896,True
cx26870,True
cx17792,False
cx31518,True
cx34884,False
cx06798,False
cx33823,True
cx01867,False
cx03203,False
cx01150,False
cx15118,True
cx05564,False
cx31555,False
cx11119,False
cx30082,False
cx06433,False
cx09383,False
cx29896,False
cx05071,False
cx08446,False
cx24645,False
cx16518,True
cx33130,False
cx12789,False
cx28861,False
cx15911,False
cx09748,False
cx18942,True
cx18105,True
cx29110,False
cx07921,False
cx00674,False
cx08511,True
cx06595,True
cx15932,False
cx32737,True
cx27698,False
cx22654,True
cx03922,True
cx04347,False
cx26081,False
cx24740,False
cx24541,False
cx04973,True
cx08565,True
cx23278,False
cx12221,False
cx18353,False
cx27362,False
cx34220,False
cx27693,False
cx21164,False
cx19104,True
cx22863,False
cx15812,True
cx15962,False
cx10813,False
cx00739,False
cx33952,True
cx21720,False
cx12552,False
cx10784,False
cx07267,False
cx25419,True
cx13638,True
cx13485,True
cx11451,False
cx37142,False
cx06525,False
cx08325,False
cx13876,False
cx29776,False
cx27288,False
cx00007,False
cx00024,True
cx35626,False
cx17346,False
cx21156,False
cx08899,False
cx16068,False
cx25698,False
cx23518,False
cx12595,True
cx25895,False
cx21053,False
cx25043,False
cx24437,False
cx25064,False
cx33108,True
cx12493,False
cx02241,True
cx24573,False
cx01109,False
cx31435,False
cx37521,True
cx38580,True
cx19319,False
cx03490,False
cx37237,True
cx35721,False
cx21047,False
cx36220,False
cx25234,False
cx33832,False
cx38448,True
cx19107,False
cx37311,False
cx26003,True
cx17241,False
cx27539,False
cx31172,False
cx26884,False
cx29997,False
cx24005,False
cx35207,True
cx10990,False
cx08386,False
cx37628,False
cx19994,False
cx15213,False
cx31238,False
cx36451,False
cx11132,False
cx19047,False
cx36108,False
cx32049,False
cx22236,False
cx22039,False
cx20000,False
cx13076,False
cx31733,False
cx03048,True
cx34165,False
cx30810,True
cx17447,False
cx06393,False
cx10411,True
cx27157,False
cx03114,False
cx19000,False
cx14735,False
cx28332,True
cx25029,False
cx12268,False
cx24187,False
cx23675,True
cx30724,False
cx38480,False
cx30341,True
cx15972,False
cx11789,False
cx18011,False
cx23748,False
cx34031,False
cx18187,False
cx30541,False
cx25167,False
cx10880,False
cx17279,False
cx30415,False
cx03383,False
cx27912,False
cx30884,False
cx05032,False
cx01040,True
cx13153,False
cx05512,True
cx28864,False
cx17560,False
cx03656,False
cx24513,False
cx15297,False
cx26814,False
cx25310,False
cx04166,False
cx36628,False
cx15685,False
cx36121,False
cx09686,False
cx36189,False
cx23733,False
cx35567,False
cx06272,False
cx36442,False
cx15147,False
cx21161,False
cx09888,False
cx35055,False
cx36947,False
cx01902,False
cx03449,True
cx29154,False
cx36739,True
cx04388,False
cx19993,False
cx34803,False
cx03398,False
cx35875,True
cx00990,True
cx02281,False
cx08014,False
cx13193,False
cx17709,False
cx13326,True
cx00895,False
cx28390,False
cx28300,False
cx01088,False
cx01371,False
cx07365,False
cx13530,False
cx30703,False
cx24011,False
cx34686,False
cx25628,False
cx01232,False
cx08892,True
cx03291,False
cx14475,False
cx02528,False
cx24718,False
cx09662,False
cx12217,False
cx23767,False
cx22973,False
cx14949,True
cx24514,False
cx30244,False
cx22451,False
cx35827,False
cx14150,False
cx23842,False
cx12419,False
cx32535,False
cx19043,False
cx31864,True
cx01677,False
cx08091,True
cx12591,False
cx19399,False
cx13134,False
cx18369,False
cx08693,False
cx03109,True
cx25778,True
cx02493,True
cx00858,False
cx15310,False
cx32825,False
cx27432,False
cx04340,False
cx07145,False
cx17637,False
cx37560,False
cx31237,False
cx32830,False
cx30992,False
cx27424,False
cx08778,False
cx13100,False
cx32103,False
cx33991,False
cx16089,False
cx18926,False
cx01061,False
cx23456,False
cx07826,False
cx30366,True
cx00346,False
cx35505,False
cx19396,True
cx24405,False
cx25050,False
cx31108,False
cx10043,True
cx02502,False
cx06292,False
cx04681,True
cx11628,False
cx26154,False
cx32869,False
cx04451,True
cx17567,True
cx38338,False
cx20752,False
cx13186,False
cx32779,False
cx12922,False
cx28916,False
cx00398,True
cx06568,False
cx14157,False
cx35846,False
cx19084,True
cx13327,False
cx32880,True
cx23273,True
cx21162,False
cx08283,False
cx09195,False
cx12388,False
cx36091,False
cx34731,False
cx26788,False
cx20070,False
cx09932,False
cx38007,False
cx04506,False
cx36964,False
cx36696,False
cx19146,False
cx00268,False
cx37778,False
cx34163,False
cx16579,False
cx15206,False
cx11765,False
cx21256,False
cx06196,True
cx34735,True
cx03342,True
cx05551,False
cx19144,True
cx33230,False
cx12755,False
cx28314,False
cx18302,False
cx20241,False
cx05465,False
cx22825,True
cx14265,False
cx15193,True
cx24640,False
cx33700,False
cx21669,False
cx06627,False
cx20848,False
cx03611,False
cx28479,False
cx25013,False
cx27186,False
cx07743,False
cx27730,True
cx27279,False
cx00737,False
cx19973,False
cx25949,False
cx15687,False
cx16136,False
cx04221,True
cx04541,False
cx30678,True
cx29391,True
cx08635,False
cx16031,False
cx37155,True
cx06046,False
cx08471,False
cx03314,False
cx27978,False
cx03428,True
cx18496,False
cx07396,False
cx18653,True
cx13951,True
cx28036,True
cx04775,False
cx28515,False
cx12336,False
cx03501,False
cx05338,True
cx31224,False
cx16797,False
cx23760,False
cx27065,False
cx02053,False
cx33910,False
cx10481,False
cx36464,False
cx28464,False
cx22409,False
cx12540,True
cx09804,True
cx16521,True
cx19609,False
cx16731,False
cx13907,False
cx35160,True
cx10837,False
cx12066,False
cx03640,False
cx17606,False
cx35313,False
cx33601,False
cx32800,False
cx19029,False
cx09304,True
cx04476,True
cx08221,False
cx03788,False
cx33413,False
cx26291,False
cx33831,False
cx22563,False
cx27746,False
cx38812,False
cx13206,False
cx11926,True
cx16373,True
cx35201,False
cx13644,False
cx09500,False
cx30848,True
cx10748,False
cx07925,False
cx01860,True
cx20266,False
cx35167,False
cx09831,False
cx05417,False
cx21090,True
cx38515,False
cx01407,False
cx10994,False
cx29504,False
cx04717,False
cx07918,True
cx33050,True
cx36867,False
cx16355,False
cx12147,False
cx38605,False
cx12030,False
cx21345,False
cx17724,True
cx13575,False
cx27062,False
cx28469,True
cx04122,False
cx04376,True
cx30886,False
cx35465,False
cx13254,False
cx35890,False
cx27864,False
cx12308,True
cx17936,False
cx04983,False
cx10803,True
cx26232,False
cx00178,False
cx32309,False
cx16997,False
cx31442,False
cx37034,False
cx12969,False
cx23628,False
cx33404,False
cx07769,False
cx13984,False
cx24039,True
cx19278,False
cx04305,False
cx38232,False
cx02209,False
cx32705,True
cx06993,False
cx02389,False
cx28701,False
cx16700,False
cx28944,False
cx34096,True
cx14868,False
cx08526,False
cx37305,False
cx11399,False
cx30105,False
cx35054,False
cx32038,False
cx05707,False
cx34251,True
cx18770,False
cx16086,False
cx22495,True
cx07349,True
cx29972,False
cx04255,False
cx21555,False
cx02617,False
cx13400,False
cx24092,False
cx36164,False
cx23871,False
cx22270,False
cx21644,False
cx31467,True
cx02716,False
cx19884,True
cx29040,False
cx17600,False
cx29582,False
cx08488,True
cx00251,False
cx20054,True
cx29636,True
cx22465,False
cx13668,False
cx18454,False
cx14437,True
cx18724,False
cx04578,False
cx31690,False
cx15010,True
cx10815,True
cx02938,False
cx14172,False
cx38686,False
cx12703,False
cx00521,True
cx27563,True
cx22447,False
cx27669,False
cx29973,False
cx03995,False
cx03707,False
cx26663,False
cx12384,False
cx02843,True
cx25060,False
cx31060,False
cx27554,False
cx00514,False
cx33994,True
cx07752,False
cx28888,False
cx06353,False
cx20754,False
cx10747,False
cx04283,False
cx08543,True
cx13313,False
cx31453,False
cx19853,False
cx24726,False
cx14809,False
cx20996,False
cx33627,False
cx30643,False
cx17664,True
cx13791,True
cx06984,False
cx35570,False
cx37739,False
cx24795,False
cx03015,False
cx26347,False
cx05048,True
cx07697,True
cx34463,False
cx12316,False
cx25901,False
cx01819,False
cx31299,True
cx01322,False
cx15237,True
cx33545,False
cx23258,False
cx31078,False
cx29020,False
cx14979,False
cx07531,False
cx22189,False
cx00064,False
cx09788,False
cx35504,False
cx05225,True
cx16571,False
cx27584,False
cx22167,True
cx21942,False
cx18873,False
cx31592,False
cx16404,True
cx27975,False
cx19546,False
cx36468,False
cx14598,False
cx11712,False
cx24922,True
cx05674,False
cx22817,False
cx30055,False
cx04954,False
cx27395,True
cx24056,False
cx27086,False
cx23230,False
cx32279,True
cx10991,True
cx06012,False
cx09808,False
cx18168,True
cx00143,False
cx23031,False
cx06071,False
cx03902,False
cx38486,False
cx09626,False
cx31374,False
cx02142,False
cx25157,False
cx12740,False
cx34008,False
cx27069,False
cx00719,False
cx02790,False
cx34344,False
cx06713,False
cx24979,False
cx33174,True
cx18966,False
cx18824,False
cx18003,False
cx18866,False
cx37343,False
cx08752,False
cx23233,False
cx04795,True
cx26754,False
cx03571,True
cx09325,False
